time,open,high,low,close
1715227200,61654.1,61731.11,61413.7,61483.63
1715230800,61483.62,61685.64,61429.73,61553.31
1715234400,61553.34,61753.57,61506.34,61590.03
1715238000,61590.03,61620.08,61116.71,61229.47
1715241600,61229.81,61420.06,61136.42,61286.24
1715245200,61285.67,61335.08,60903.21,61260.63
1715248800,61260.51,61288.25,60777.91,60779.05
1715252400,60780.16,61151.39,60621.04,61031.57
1715256000,61031.57,61587.3,61011.91,61488.39
1715259600,61489.95,61510.72,60869.76,61158.32
1715263200,61158.32,61528.53,61105.25,61515.08
1715266800,61515.93,62253.05,61439.86,62132.1
1715270400,62132.39,62639.59,61809.77,61837.98
1715274000,61837.98,62181.68,61731.18,61921.56
1715277600,61922.09,62231.26,61866.83,62231.08
1715281200,62230.82,62509.85,62155.44,62432.48
1715284800,62432.49,62623.21,62328.11,62596.47
1715288400,62596.47,62792.7,62403.4,62515.84
1715292000,62515.84,63390.34,62468.33,63256.95
1715295600,63254.89,63299.6,62838.86,63047.21
1715299200,63047.2,63084.2,62740.32,62831.28
1715302800,62831.28,62954.52,62661.64,62872.7
1715306400,62872.7,63025.15,62764.38,62897.47
1715310000,62897.75,62921.81,62787.86,62905.92
1715313600,62905.92,62995.13,62791.78,62921.74
1715317200,62921.74,62964.29,62663.71,62753.59
1715320800,62754.13,63214.17,62738.21,63152.9
1715324400,63152.9,63363.35,62989.57,63069.9
1715328000,63069.9,63125.74,62843.92,63029.41
1715331600,63029.41,63194.2,62848.31,63118.74
1715335200,63118.75,63127.7,62851.98,63016.69
1715338800,63016.47,63303.77,62803.18,63287.9
1715342400,63287.91,63451.11,62940.37,62999.57
1715346000,62999.58,63095.94,62807.96,62993.37
1715349600,62993.37,63074.13,60716.85,61059.72
1715353200,61061.18,61305.88,60699.66,60922.17
1715356800,60920.11,61277.3,60315.17,61069.58
1715360400,61069.35,61069.35,60207.13,60386.37
1715364000,60386.82,60754.52,60218.46,60711.06
1715367600,60711.09,60874.76,60536.49,60695.11
1715371200,60695.24,60951.02,60459.18,60514.12
1715374800,60514.12,60769.27,60461.02,60704.12
1715378400,60704.13,60920.44,60632.35,60850.95
1715382000,60853.29,60995.4,60780.01,60791.81
1715385600,60791.81,60918.01,60642.23,60767.99
1715389200,60767.93,61081.22,60754.76,60863.38
1715392800,60863.38,60959.45,60741.17,60881.12
1715396400,60881.44,60904.88,60704.77,60718.9
1715400000,60718.9,60865.63,60705.78,60756.24
1715403600,60756.68,60922.53,60755.45,60909.91
1715407200,60909.64,61066.18,60889.15,60940.81
1715410800,60940.81,61005.22,60850.94,61005.14
1715414400,61005.14,61046.95,60768.46,60778.32
1715418000,60778.32,60890.89,60670.23,60890.15
1715421600,60890.15,60890.36,60678.87,60731.98
1715425200,60731.98,60775.54,60480.46,60671.3
1715428800,60670.65,60804.24,60629.89,60696.68
1715432400,60696.68,60966.83,60653.54,60957.93
1715436000,60958.06,60986.79,60770.67,60826.62
1715439600,60826.62,61475.35,60826.62,61160.83
1715443200,61160.83,61392.18,61083.2,61174.39
1715446800,61174.86,61236.84,61002.67,61085.91
1715450400,61085.23,61284.32,61004.42,61203.22
1715454000,61203.22,61205.95,61046.65,61130.26
1715457600,61130.26,61140.25,60792.34,61002.99
1715461200,61002.99,61003.17,60827.37,60907.06
1715464800,60907.06,60979.66,60884.9,60898.26
1715468400,60898.45,60971.63,60756.63,60814.29
1715472000,60814.29,61086.6,60788.71,60961.8
1715475600,60961.71,61063.73,60848.88,60852.04
1715479200,60852.04,60963.59,60817.93,60914.1
1715482800,60914.18,60954.98,60847.57,60914.75
1715486400,60914.39,61102.98,60902.88,61083.83
1715490000,61084.05,61084.05,60962.28,61032.81
1715493600,61032.82,61046.39,60928.13,60930.13
1715497200,60930.13,60980.72,60610.15,60790.97
1715500800,60788.47,61090.49,60773.05,61030.09
1715504400,61030.09,61065.56,60943.88,60982.81
1715508000,60982.83,61346.04,60934.14,61145.82
1715511600,61145.82,61217.69,61094.58,61129.51
1715515200,61129.51,61219,61073.11,61138.48
1715518800,61138.48,61226.68,61080.77,61177.12
1715522400,61177.12,61293.14,61111.84,61153.22
1715526000,61153.56,61525.22,61130.66,61394.55
1715529600,61393.77,61842.47,61335.39,61335.54
